ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
331,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,False
332,Never,Always,Sometimes,Always,Never,Sometimes,Always,Never,Never,Sometimes,Never,Never,Never,Never,Always,Never,Never,Always,Never,Never,True
333,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Never,Always,Never,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,False
334,Sometimes,Never,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
335,Sometimes,Always,Always,Always,Sometimes,Never,Always,Sometimes,Always,Always,Never,Never,Never,Never,Always,Sometimes,Sometimes,Sometimes,Always,Always,False
336,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Sometimes,True
337,Always,Never,Sometimes,Always,Sometimes,Never,Never,Never,Never,Always,Always,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Never,Always,False
338,Sometimes,Always,Always,Always,Never,Sometimes,Always,Never,Never,Always,Never,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Never,True
339,Always,Always,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Never,Never,False
340,Always,Always,Never,Never,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Never,Never,Always,Never,Never,Always,Always,Sometimes,Always,True
341,Never,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Never,Never,Sometimes,Never,Always,Never,Sometimes,Never,False
342,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Always,True
343,Never,Never,Always,Never,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Always,Never,Never,Sometimes,Always,False
344,Never,Never,Never,Sometimes,Never,Always,Never,Always,Always,Never,Always,Sometimes,Always,Never,Never,Never,Always,Never,Always,Sometimes,True
345,Never,Always,Sometimes,Never,Never,Sometimes,Never,Always,Always,Never,Never,Never,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Never,False
346,Sometimes,Sometimes,Always,Never,Always,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Sometimes,Always,Always,True
347,Always,Never,Never,Always,Sometimes,Sometimes,Never,Always,Never,Never,Always,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,False
348,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,True
349,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Never,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Always,Never,False
350,Never,Never,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Never,Never,Never,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,True
351,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Never,Always,Never,Never,Always,Never,Never,False
352,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Always,Never,Always,Sometimes,True
353,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,False
354,Always,Always,Never,Always,Sometimes,Sometimes,Never,Never,Always,Never,Never,Always,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,True
355,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,False
356,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Never,Always,Never,Never,Never,Always,Always,Never,Always,Sometimes,True
357,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,False
358,Always,Never,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,True
359,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Never,Never,Sometimes,Always,False
360,Never,Always,Never,Never,Sometimes,Always,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,True
361,Always,Never,Never,Never,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Always,Never,Never,Always,False
362,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Always,Never,Always,True
363,Never,Always,Always,Sometimes,Sometimes,Never,Never,Never,Always,Always,Sometimes,Always,Always,Always,Never,Never,Sometimes,Always,Always,Never,False
364,Always,Never,Always,Always,Sometimes,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Always,True
365,Sometimes,Always,Sometimes,Never,Always,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,Never,Never,Always,Always,Always,Sometimes,False
366,Always,Always,Never,Sometimes,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Always,Never,Sometimes,Never,Sometimes,True
367,Always,Always,Never,Never,Never,Never,Never,Never,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Always,False
368,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Always,Always,Always,Sometimes,True
369,Never,Always,Always,Never,Never,Sometimes,Never,Always,Sometimes,Always,Always,Sometimes,Always,Always,Always,Never,Never,Always,Never,Sometimes,False
370,Never,Always,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Always,Always,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,True
371,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Always,Never,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,False
372,Never,Never,Always,Sometimes,Always,Sometimes,Never,Never,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,Sometimes,True
373,Never,Never,Always,Never,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,Always,Never,Always,Never,Never,Sometimes,Always,Sometimes,Never,False
374,Never,Never,Sometimes,Never,Always,Sometimes,Never,Never,Never,Sometimes,Always,Never,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,True
375,Always,Never,Always,Never,Never,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Always,Never,Never,Always,Never,Never,Never,False
376,Never,Never,Never,Never,Sometimes,Always,Never,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Never,True
377,Sometimes,Sometimes,Never,Always,Always,Never,Always,Never,Never,Never,Never,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,False
378,Never,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Always,Always,Never,Sometimes,Never,Sometimes,Never,Never,True
379,Sometimes,Always,Never,Never,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Never,Never,Sometimes,False
380,Always,Always,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,True
381,Always,Sometimes,Sometimes,Never,Always,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Never,Sometimes,Never,Never,Always,False
382,Always,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Always,Never,Never,Never,Sometimes,Always,Sometimes,Never,True
383,Always,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,False
384,Always,Never,Always,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Always,True
385,Always,Never,Sometimes,Never,Always,Never,Always,Sometimes,Never,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,False
386,Sometimes,Sometimes,Never,Sometimes,Always,Always,Always,Never,Never,Never,Always,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Always,True
387,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Always,Never,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,False
388,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Always,Never,Always,Always,Never,Sometimes,Sometimes,Never,True
389,Never,Sometimes,Always,Always,Always,Never,Never,Never,Sometimes,Never,Always,Always,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,Never,False
390,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,True
391,Never,Sometimes,Always,Never,Sometimes,Always,Never,Always,Always,Never,Never,Always,Never,Always,Always,Never,Sometimes,Never,Never,Always,False
392,Never,Never,Always,Never,Never,Sometimes,Always,Never,Sometimes,Always,Sometimes,Never,Never,Never,Sometimes,Always,Always,Sometimes,Never,Never,True
393,Never,Always,Never,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Never,Never,Sometimes,Always,Always,Always,Sometimes,Never,Always,Never,False
394,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Never,Never,Never,Never,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,True
395,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Always,False
396,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Sometimes,Always,Always,Never,Never,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,True
397,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,False
398,Sometimes,Always,Always,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,Never,Never,Never,Sometimes,Always,Never,Sometimes,Sometimes,True
399,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Always,Always,Sometimes,Always,Never,Sometimes,Never,Always,Never,Never,Always,Never,Sometimes,False
400,Never,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Always,Always,Always,Always,Always,True
401,Always,Never,Never,Never,Always,Sometimes,Always,Always,Never,Never,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,False
402,Always,Always,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,True
403,Always,Always,Sometimes,Never,Sometimes,Always,Never,Always,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,False
404,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Never,Always,True
405,Never,Always,Always,Never,Always,Never,Never,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Always,False
406,Never,Sometimes,Always,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Never,Always,Never,Sometimes,Always,Never,True
407,Never,Always,Always,Never,Always,Always,Never,Always,Always,Sometimes,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Always,False
408,Always,Sometimes,Always,Always,Sometimes,Always,Always,Never,Never,Sometimes,Never,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,True
409,Never,Never,Never,Always,Never,Never,Never,Sometimes,Sometimes,Always,Never,Always,Always,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,False
410,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Always,True
411,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,False
412,Sometimes,Never,Always,Sometimes,Always,Always,Always,Always,Never,Sometimes,Always,Never,Sometimes,Never,Always,Never,Sometimes,Never,Always,Sometimes,True
413,Never,Never,Always,Always,Never,Never,Never,Never,Never,Always,Sometimes,Always,Never,Never,Never,Always,Sometimes,Sometimes,Always,Always,False
414,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Never,Always,Never,Never,Always,True
415,Never,Always,Always,Never,Never,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Never,Never,Always,Always,Never,Sometimes,False
416,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,Always,Never,Never,Always,Sometimes,Sometimes,Never,Sometimes,Never,True
417,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Always,Never,Never,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,False
418,Sometimes,Sometimes,Never,Always,Always,Always,Never,Never,Always,Always,Never,Always,Sometimes,Sometimes,Always,Never,Never,Never,Always,Never,True
419,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Always,Sometimes,Always,Never,Always,Always,Always,Sometimes,Always,False
420,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Always,Never,Never,Sometimes,True
421,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Always,Never,Always,Never,Never,Sometimes,Sometimes,False
422,Sometimes,Always,Always,Always,Always,Always,Never,Always,Never,Never,Always,Never,Sometimes,Sometimes,Always,Always,Never,Sometimes,Never,Never,True
423,Always,Never,Never,Never,Always,Never,Sometimes,Never,Always,Sometimes,Always,Always,Sometimes,Never,Never,Always,Never,Always,Always,Never,False
424,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Never,Never,Never,Sometimes,Always,Never,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,True
425,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,False
426,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Never,Never,Sometimes,Always,Never,Always,Never,True
427,Always,Never,Never,Never,Sometimes,Always,Always,Always,Never,Never,Never,Never,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,False
428,Never,Sometimes,Never,Sometimes,Always,Always,Always,Sometimes,Always,Never,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Never,Always,Never,True
429,Always,Never,Sometimes,Always,Never,Never,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,False
430,Always,Sometimes,Always,Sometimes,Never,Always,Always,Always,Always,Always,Sometimes,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,True
431,Always,Always,Never,Never,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,False
432,Never,Always,Never,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Never,Always,Never,Never,Always,Sometimes,Sometimes,True
433,Sometimes,Never,Sometimes,Never,Never,Always,Always,Never,Never,Always,Never,Sometimes,Never,Never,Never,Never,Sometimes,Always,Never,Sometimes,False
434,Never,Always,Never,Never,Always,Sometimes,Always,Never,Never,Sometimes,Always,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,True
435,Always,Never,Never,Sometimes,Sometimes,Never,Always,Never,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,False
436,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,True
437,Never,Always,Always,Never,Never,Always,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,False
438,Always,Always,Never,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,True
439,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Always,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,False
440,Never,Sometimes,Always,Always,Never,Always,Sometimes,Never,Never,Always,Never,Always,Never,Never,Sometimes,Always,Never,Never,Sometimes,Never,True
441,Always,Always,Never,Always,Never,Never,Always,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Never,Always,Always,Always,Always,False
442,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Always,True
443,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,False
444,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,True
445,Sometimes,Always,Sometimes,Always,Never,Never,Always,Sometimes,Never,Never,Always,Always,Sometimes,Sometimes,Always,Never,Always,Never,Always,Never,False
446,Always,Always,Never,Always,Never,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,Always,Always,Sometimes,True
447,Always,Never,Always,Sometimes,Always,Never,Sometimes,Never,Never,Always,Sometimes,Never,Never,Always,Always,Never,Sometimes,Always,Never,Sometimes,False
448,Never,Always,Never,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Always,True
449,Never,Never,Sometimes,Never,Never,Always,Never,Never,Sometimes,Never,Always,Never,Never,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,False
450,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Never,Never,Always,Always,Sometimes,Never,Always,Sometimes,Always,Never,Never,Sometimes,Never,True
451,Always,Sometimes,Never,Sometimes,Never,Never,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,False
452,Always,Never,Never,Always,Always,Sometimes,Never,Never,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Always,Sometimes,True
453,Never,Never,Always,Never,Sometimes,Always,Never,Always,Never,Always,Always,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,False
454,Never,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,Always,Never,Never,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,True
455,Always,Always,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,False
456,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Never,Sometimes,Always,Never,Never,Sometimes,True
457,Always,Sometimes,Never,Never,Never,Never,Always,Always,Never,Always,Always,Never,Never,Always,Always,Sometimes,Always,Never,Sometimes,Never,False
458,Always,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Always,True
459,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,Always,Always,False
460,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,True
461,Always,Always,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,False
462,Never,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Never,True
463,Sometimes,Always,Never,Sometimes,Never,Never,Never,Always,Always,Always,Never,Never,Always,Always,Always,Always,Never,Always,Always,Sometimes,False
464,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Always,Always,Never,Never,Never,Always,Never,Always,Always,Never,Always,Never,True
465,Always,Always,Always,Never,Always,Always,Always,Never,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,False
466,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes,Never,True
467,Always,Sometimes,Sometimes,Always,Always,Never,Never,Sometimes,Always,Never,Sometimes,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Never,False
468,Always,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Never,Sometimes,Never,Always,Never,Always,Never,True
469,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Sometimes,Always,Always,Always,Always,False
470,Sometimes,Always,Sometimes,Always,Always,Always,Never,Never,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Always,Always,Always,Never,Always,True
471,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Never,Always,Always,Always,Sometimes,Always,Sometimes,Always,Never,False
472,Always,Never,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
473,Always,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Never,Always,Sometimes,False
474,Always,Always,Always,Sometimes,Always,Always,Always,Sometimes,Never,Always,Sometimes,Always,Never,Always,Sometimes,Sometimes,Always,Always,Always,Always,True
475,Always,Sometimes,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,False
476,Sometimes,Always,Never,Never,Never,Sometimes,Always,Sometimes,Never,Always,Always,Never,Never,Always,Always,Never,Never,Never,Never,Sometimes,True
477,Always,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Never,False
478,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Never,Never,Sometimes,Never,Never,Never,Always,Always,Always,Sometimes,Never,Never,Sometimes,True
479,Never,Sometimes,Sometimes,Never,Never,Always,Never,Never,Always,Always,Always,Never,Always,Sometimes,Always,Never,Never,Never,Never,Sometimes,False
480,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,True
481,Sometimes,Always,Never,Never,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Never,Always,Sometimes,Sometimes,Never,Always,Sometimes,False
482,Always,Sometimes,Sometimes,Always,Always,Always,Always,Never,Never,Never,Always,Always,Always,Sometimes,Always,Always,Always,Never,Sometimes,Always,True
483,Never,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Always,Sometimes,False
484,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,Never,True
485,Sometimes,Always,Never,Always,Always,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Always,Never,Sometimes,Always,False
486,Never,Never,Always,Never,Always,Always,Never,Sometimes,Sometimes,Never,Always,Never,Never,Always,Never,Sometimes,Always,Never,Always,Sometimes,True
487,Never,Sometimes,Always,Sometimes,Always,Never,Never,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,False
488,Never,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,True
489,Always,Never,Never,Always,Never,Never,Never,Never,Sometimes,Always,Always,Always,Always,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,False
490,Always,Always,Sometimes,Always,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Always,Never,Always,Always,True
491,Sometimes,Sometimes,Never,Always,Always,Never,Never,Sometimes,Always,Always,Always,Always,Sometimes,Never,Never,Never,Always,Always,Always,Never,False
492,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,Never,Always,Always,Always,Sometimes,Sometimes,Always,Never,Always,Never,Never,Always,Sometimes,True
493,Always,Always,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Always,Never,Sometimes,Never,Never,Always,Always,Sometimes,Sometimes,Always,Sometimes,False
494,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Always,Never,Never,Always,Sometimes,Always,Never,Sometimes,Always,True
495,Sometimes,Always,Always,Always,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,False
