ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
329,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Never,Always,False
330,Sometimes,Never,Always,Never,Always,Always,Never,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Never,Never,Never,True
331,Always,Always,Never,Always,Never,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,False
332,Sometimes,Never,Always,Always,Always,Always,Never,Never,Never,Always,Never,Always,Never,Never,Never,Never,Always,Always,Never,Always,True
333,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,Always,Never,Sometimes,Always,False
334,Never,Always,Sometimes,Never,Always,Never,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Sometimes,True
335,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Always,Always,Always,Sometimes,Never,Always,Always,False
336,Sometimes,Sometimes,Never,Always,Never,Always,Always,Sometimes,Always,Always,Never,Always,Never,Never,Always,Always,Never,Never,Never,Never,True
337,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,Never,Always,Always,Sometimes,Never,Always,Always,False
338,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,True
339,Always,Never,Always,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Always,Never,Always,Never,Sometimes,Always,Never,False
340,Sometimes,Always,Sometimes,Always,Always,Never,Never,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,True
341,Sometimes,Never,Never,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,False
342,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Always,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,True
343,Never,Always,Never,Sometimes,Sometimes,Always,Never,Never,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,False
344,Never,Never,Always,Always,Always,Always,Sometimes,Never,Always,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Never,Never,Always,Sometimes,True
345,Never,Always,Sometimes,Always,Sometimes,Always,Never,Always,Never,Never,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,False
346,Never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,Never,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,True
347,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Never,Always,Always,Always,Never,Never,Sometimes,Always,Always,False
348,Always,Always,Always,Always,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Always,True
349,Always,Always,Never,Sometimes,Always,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Never,False
350,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Always,True
351,Never,Never,Sometimes,Never,Sometimes,Always,Always,Never,Always,Sometimes,Never,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Always,Never,False
352,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,True
353,Always,Sometimes,Always,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Always,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,False
354,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,True
355,Never,Sometimes,Never,Always,Never,Never,Never,Never,Sometimes,Always,Never,Always,Sometimes,Always,Always,Sometimes,Always,Always,Never,Never,False
356,Always,Never,Never,Always,Always,Sometimes,Always,Always,Always,Always,Never,Never,Always,Sometimes,Always,Sometimes,Never,Always,Never,Never,True
357,Always,Always,Always,Never,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Always,False
358,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,True
359,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Never,Always,Always,Sometimes,Always,Always,Never,Never,False
360,Sometimes,Sometimes,Always,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,True
361,Never,Never,Never,Never,Never,Sometimes,Always,Sometimes,Always,Always,Always,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,False
362,Always,Always,Never,Always,Never,Never,Always,Sometimes,Never,Always,Never,Never,Always,Never,Always,Never,Sometimes,Always,Never,Never,True
363,Sometimes,Always,Never,Sometimes,Never,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Never,Never,Sometimes,False
364,Never,Sometimes,Sometimes,Never,Always,Never,Never,Always,Always,Always,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,True
365,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Always,False
366,Never,Always,Always,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Always,Always,Never,Sometimes,Never,True
367,Always,Sometimes,Never,Sometimes,Never,Never,Never,Always,Never,Sometimes,Always,Always,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,False
368,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,Never,Never,Always,Never,Always,Always,Always,True
369,Sometimes,Always,Never,Never,Sometimes,Always,Never,Never,Never,Sometimes,Always,Always,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,False
370,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Always,Sometimes,Always,Never,True
371,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Never,Always,Never,Never,Always,Never,Never,Always,Always,Always,Never,False
372,Never,Never,Always,Never,Always,Always,Always,Sometimes,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,True
373,Never,Never,Always,Sometimes,Always,Never,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Never,False
374,Always,Always,Always,Sometimes,Never,Always,Never,Never,Always,Always,Always,Never,Never,Never,Always,Never,Never,Always,Always,Never,True
375,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Always,Never,Sometimes,Never,Always,Sometimes,Sometimes,False
376,Always,Never,Always,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Never,Sometimes,True
377,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Always,Sometimes,Sometimes,False
378,Never,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Never,Always,Sometimes,True
379,Always,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Always,Never,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,False
380,Sometimes,Never,Sometimes,Always,Never,Always,Always,Never,Always,Sometimes,Never,Sometimes,Always,Always,Always,Always,Sometimes,Never,Always,Sometimes,True
381,Never,Always,Never,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,Never,False
382,Sometimes,Always,Never,Always,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Always,True
383,Never,Always,Always,Sometimes,Never,Never,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,Never,Always,Never,Never,Sometimes,False
384,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Never,Never,Never,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,True
385,Never,Always,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,Always,Always,Sometimes,False
386,Never,Never,Always,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Sometimes,True
387,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Sometimes,Always,False
388,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Always,Always,Always,True
389,Sometimes,Always,Always,Never,Never,Never,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Sometimes,Never,Always,Never,Always,Sometimes,False
390,Always,Sometimes,Always,Never,Never,Always,Always,Never,Never,Never,Always,Sometimes,Always,Sometimes,Always,Always,Always,Never,Always,Always,True
391,Sometimes,Never,Never,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Never,False
392,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Always,Never,Always,Always,Always,Sometimes,Always,Never,Sometimes,Sometimes,Always,True
393,Sometimes,Never,Never,Never,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Always,Sometimes,False
394,Always,Never,Never,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Always,Never,Sometimes,Never,Always,True
395,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,False
396,Never,Sometimes,Sometimes,Always,Never,Always,Always,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,True
397,Always,Always,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Never,Always,Always,Never,Never,False
398,Sometimes,Never,Always,Never,Never,Always,Never,Always,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,Never,Always,True
399,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Sometimes,Never,Always,False
400,Sometimes,Never,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,True
401,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Always,Never,Never,Always,Always,Never,Never,False
402,Always,Never,Never,Sometimes,Never,Always,Always,Always,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,True
403,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,Always,Always,Sometimes,Never,Always,Always,Always,Never,Always,Always,Always,False
404,Sometimes,Always,Always,Always,Never,Always,Sometimes,Always,Sometimes,Always,Always,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,True
405,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,Always,False
406,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Always,Always,Never,Sometimes,Never,Sometimes,Never,Sometimes,Always,True
407,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,False
408,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,Never,Sometimes,Sometimes,Always,Always,Always,Never,Always,Always,True
409,Always,Always,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,False
410,Never,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Always,Always,Never,Always,Never,True
411,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,False
412,Sometimes,Always,Sometimes,Never,Never,Always,Never,Never,Never,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Never,True
413,Never,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,Always,Always,Sometimes,Never,False
414,Sometimes,Never,Always,Sometimes,Never,Always,Always,Always,Never,Always,Always,Always,Always,Sometimes,Always,Never,Always,Always,Sometimes,Never,True
415,Sometimes,Never,Always,Never,Sometimes,Never,Never,Always,Never,Always,Sometimes,Always,Always,Always,Always,Never,Sometimes,Sometimes,Always,Never,False
416,Never,Sometimes,Always,Never,Sometimes,Sometimes,Never,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,True
417,Never,Never,Always,Never,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Never,Always,Always,Sometimes,False
418,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,True
419,Never,Never,Always,Always,Never,Never,Never,Never,Never,Never,Always,Always,Always,Always,Never,Always,Never,Sometimes,Sometimes,Sometimes,False
420,Sometimes,Always,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Always,True
421,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Never,Always,Never,Never,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Never,False
422,Never,Never,Always,Always,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
423,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Always,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,False
424,Sometimes,Always,Always,Never,Always,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,True
425,Never,Never,Never,Always,Never,Always,Sometimes,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Always,Never,Never,Always,False
426,Always,Always,Always,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,True
427,Sometimes,Always,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,Never,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Always,Never,Never,False
428,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Never,Always,Sometimes,Sometimes,Always,Never,Sometimes,Never,Sometimes,Always,Always,Never,True
429,Never,Never,Never,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,False
430,Always,Always,Sometimes,Never,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Always,Always,Sometimes,True
431,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Always,Never,Never,Never,Never,Always,Sometimes,False
432,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Always,Sometimes,Never,Never,Never,Always,True
433,Never,Sometimes,Always,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,False
434,Always,Never,Sometimes,Sometimes,Never,Never,Always,Always,Always,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,True
435,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Always,Never,Never,Always,Never,Always,Sometimes,Always,Always,Sometimes,False
436,Always,Always,Sometimes,Never,Never,Always,Always,Always,Never,Always,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,True
437,Never,Always,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Never,Always,Never,Never,Sometimes,Always,False
438,Always,Never,Always,Always,Never,Always,Never,Sometimes,Sometimes,Always,Never,Always,Always,Never,Sometimes,Never,Always,Never,Always,Never,True
439,Never,Always,Sometimes,Always,Always,Never,Always,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Always,Never,Never,Never,Never,Always,False
440,Never,Never,Never,Always,Never,Always,Never,Always,Always,Never,Sometimes,Always,Always,Never,Never,Always,Sometimes,Always,Always,Never,True
441,Sometimes,Always,Always,Sometimes,Never,Always,Never,Always,Sometimes,Always,Sometimes,Always,Always,Always,Never,Never,Always,Never,Sometimes,Sometimes,False
442,Always,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,True
443,Always,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,False
444,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,True
445,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Never,Never,False
446,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,True
447,Always,Sometimes,Never,Never,Always,Sometimes,Never,Always,Never,Always,Always,Always,Sometimes,Always,Never,Never,Never,Always,Never,Sometimes,False
448,Always,Sometimes,Always,Never,Sometimes,Always,Never,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,True
449,Sometimes,Always,Sometimes,Always,Always,Always,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Never,Never,Sometimes,Never,Never,Never,False
450,Sometimes,Never,Sometimes,Never,Always,Always,Always,Never,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,True
451,Never,Always,Always,Never,Always,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,Sometimes,Never,Always,Always,Always,Always,Sometimes,Always,False
452,Always,Never,Always,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,Never,Always,Never,Always,Always,Never,Always,True
453,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Never,Never,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Never,Always,False
454,Always,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,True
455,Never,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Never,Always,Never,Sometimes,Sometimes,Never,Never,Always,Always,Always,Never,Always,False
456,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,Never,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Always,Sometimes,True
457,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Always,Never,Always,Never,Always,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,False
458,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Always,Always,Never,Always,Never,Always,Never,Always,Sometimes,Always,Never,Always,Always,True
459,Always,Always,Never,Always,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Always,Always,Always,Never,Never,Sometimes,Always,Always,False
460,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Always,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,True
461,Always,Never,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,False
462,Sometimes,Never,Always,Never,Always,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,True
463,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Always,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,False
464,Always,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,True
465,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,Always,Never,Always,Never,Always,Never,False
466,Never,Always,Always,Always,Sometimes,Sometimes,Always,Always,Never,Always,Never,Always,Always,Sometimes,Never,Never,Always,Always,Never,Never,True
467,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,False
468,Always,Always,Always,Sometimes,Sometimes,Never,Always,Never,Always,Always,Never,Always,Never,Never,Sometimes,Never,Always,Always,Always,Never,True
469,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,False
470,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Never,True
471,Always,Never,Never,Sometimes,Never,Never,Never,Never,Always,Never,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,False
472,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,Never,Always,Never,Always,Never,Sometimes,Never,Always,Never,True
473,Sometimes,Sometimes,Never,Never,Always,Never,Always,Sometimes,Never,Never,Always,Always,Always,Always,Never,Always,Never,Never,Always,Always,False
474,Always,Always,Never,Never,Always,Sometimes,Always,Always,Always,Always,Always,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,True
475,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,False
476,Always,Never,Sometimes,Never,Always,Never,Never,Never,Always,Never,Never,Sometimes,Always,Never,Always,Never,Sometimes,Never,Sometimes,Always,True
477,Always,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Never,Always,Never,Always,Sometimes,Sometimes,False
478,Never,Never,Sometimes,Never,Always,Never,Always,Never,Always,Never,Always,Never,Always,Never,Sometimes,Sometimes,Never,Never,Never,Never,True
479,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Never,Never,Always,False
480,Sometimes,Always,Always,Never,Sometimes,Never,Never,Always,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Always,True
481,Never,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Never,Always,Sometimes,Sometimes,Always,Never,False
482,Never,Always,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Always,Always,Never,Never,Never,Sometimes,Always,Always,Always,Never,True
483,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Never,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Always,False
484,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Always,Always,Always,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Never,Always,True
485,Always,Always,Never,Always,Always,Sometimes,Always,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Never,Always,False
486,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,Never,Never,Always,Sometimes,True
487,Always,Always,Never,Sometimes,Never,Never,Never,Always,Always,Always,Never,Never,Never,Sometimes,Sometimes,Always,Never,Always,Always,Never,False
488,Never,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
489,Sometimes,Always,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Always,False
490,Always,Always,Sometimes,Always,Sometimes,Always,Never,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,True
491,Never,Never,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,False
492,Always,Never,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,True
493,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,False
